year_film,year_ceremony,ceremony,category,name,film,win,cat__c
1964,1965,37,WRITING (Screenplay--based on material from another medium),Alan Jay Lerner,My Fair Lady,False,WRITING
1964,1965,37,WRITING (Screenplay--based on material from another medium),Michael Cacoyannis,Zorba the Greek,False,WRITING
1964,1965,37,WRITING (Story and Screenplay--written directly for the screen),"Story by S. H. Barnett;  Screenplay by Peter Stone, Frank Tarloff",Father Goose,True,WRITING
1964,1965,37,WRITING (Story and Screenplay--written directly for the screen),Alun Owen,A Hard Day's Night,False,WRITING
1964,1965,37,WRITING (Story and Screenplay--written directly for the screen),"Story by Orville H. Hampton;  Screenplay by Raphael Hayes, Orville H. Hampton","One Potato, Two Potato",False,WRITING
1964,1965,37,WRITING (Story and Screenplay--written directly for the screen),"Age, Scarpelli, Mario Monicelli",The Organizer,False,WRITING
1964,1965,37,WRITING (Story and Screenplay--written directly for the screen),"Jean-Paul Rappeneau, Ariane Mnouchkine, Daniel Boulanger, Philippe De Broca",That Man from Rio,False,WRITING
1965,1966,38,ACTOR,Richard Burton,The Spy Who Came In from the Cold,False,ACTOR
1965,1966,38,ACTOR,Lee Marvin,Cat Ballou,True,ACTOR
1965,1966,38,ACTOR,Laurence Olivier,Othello,False,ACTOR
1965,1966,38,ACTOR,Rod Steiger,The Pawnbroker,False,ACTOR
1965,1966,38,ACTOR,Oskar Werner,Ship of Fools,False,ACTOR
1965,1966,38,ACTOR IN A SUPPORTING ROLE,Martin Balsam,A Thousand Clowns,True,ACTOR
1965,1966,38,ACTOR IN A SUPPORTING ROLE,Ian Bannen,The Flight of the Phoenix,False,ACTOR
1965,1966,38,ACTOR IN A SUPPORTING ROLE,Tom Courtenay,Doctor Zhivago,False,ACTOR
1965,1966,38,ACTOR IN A SUPPORTING ROLE,Michael Dunn,Ship of Fools,False,ACTOR
1965,1966,38,ACTOR IN A SUPPORTING ROLE,Frank Finlay,Othello,False,ACTOR
1965,1966,38,ACTRESS,Julie Andrews,The Sound of Music,False,ACTRESS
1965,1966,38,ACTRESS,Julie Christie,Darling,True,ACTRESS
1965,1966,38,ACTRESS,Samantha Eggar,The Collector,False,ACTRESS
1965,1966,38,ACTRESS,Elizabeth Hartman,A Patch of Blue,False,ACTRESS
1965,1966,38,ACTRESS,Simone Signoret,Ship of Fools,False,ACTRESS
1965,1966,38,ACTRESS IN A SUPPORTING ROLE,Ruth Gordon,Inside Daisy Clover,False,ACTRESS
1965,1966,38,ACTRESS IN A SUPPORTING ROLE,Joyce Redman,Othello,False,ACTRESS
1965,1966,38,ACTRESS IN A SUPPORTING ROLE,Maggie Smith,Othello,False,ACTRESS
1965,1966,38,ACTRESS IN A SUPPORTING ROLE,Shelley Winters,A Patch of Blue,True,ACTRESS
1965,1966,38,ACTRESS IN A SUPPORTING ROLE,Peggy Wood,The Sound of Music,False,ACTRESS
1965,1966,38,ART DIRECTION (Black-and-White),Art Direction:  Robert Emmet Smith;  Set Decoration:  Frank Tuttle,King Rat,False,ART DIRECTION
1965,1966,38,ART DIRECTION (Black-and-White),"Art Direction:  George W. Davis, Urie McCleary;  Set Decoration:  Henry Grace, Charles S. Thompson",A Patch of Blue,False,ART DIRECTION
1965,1966,38,ART DIRECTION (Black-and-White),Art Direction:  Robert Clatworthy;  Set Decoration:  Joseph Kish,Ship of Fools,True,ART DIRECTION
1965,1966,38,ART DIRECTION (Black-and-White),"Art Direction:  Hal Pereira, Jack Poplin;  Set Decoration:  Robert Benton, Joseph Kish",The Slender Thread,False,ART DIRECTION
1965,1966,38,ART DIRECTION (Black-and-White),"Art Direction:  Hal Pereira, Tambi Larsen, Edward Marshall;  Set Decoration:  Josie MacAvin",The Spy Who Came In from the Cold,False,ART DIRECTION
1965,1966,38,ART DIRECTION (Color),"Art Direction:  John DeCuir, Jack Martin Smith;  Set Decoration:  Dario Simoni",The Agony and the Ecstasy,False,ART DIRECTION
1965,1966,38,ART DIRECTION (Color),"Art Direction:  John Box, Terry Marsh;  Set Decoration:  Dario Simoni",Doctor Zhivago,True,ART DIRECTION
1965,1966,38,ART DIRECTION (Color),"Art Direction:  Richard Day, William Creber, David Hall;  Set Decoration:  Ray Moyer, Fred MacLean, Norman Rockett",The Greatest Story Ever Told,False,ART DIRECTION
1965,1966,38,ART DIRECTION (Color),Art Direction:  Robert Clatworthy;  Set Decoration:  George James Hopkins,Inside Daisy Clover,False,ART DIRECTION
1965,1966,38,ART DIRECTION (Color),"Art Direction:  Boris Leven;  Set Decoration:  Walter M. Scott, Ruby Levitt",The Sound of Music,False,ART DIRECTION
1965,1966,38,CINEMATOGRAPHY (Black-and-White),Loyal Griggs,In Harm's Way,False,CINEMATOGRAPHY
1965,1966,38,CINEMATOGRAPHY (Black-and-White),Burnett Guffey,King Rat,False,CINEMATOGRAPHY
1965,1966,38,CINEMATOGRAPHY (Black-and-White),Conrad Hall,Morituri,False,CINEMATOGRAPHY
1965,1966,38,CINEMATOGRAPHY (Black-and-White),Robert Burks,A Patch of Blue,False,CINEMATOGRAPHY
1965,1966,38,CINEMATOGRAPHY (Black-and-White),Ernest Laszlo,Ship of Fools,True,CINEMATOGRAPHY
1965,1966,38,CINEMATOGRAPHY (Color),Leon Shamroy,The Agony and the Ecstasy,False,CINEMATOGRAPHY
1965,1966,38,CINEMATOGRAPHY (Color),Freddie Young,Doctor Zhivago,True,CINEMATOGRAPHY
1965,1966,38,CINEMATOGRAPHY (Color),Russell Harlan,The Great Race,False,CINEMATOGRAPHY
1965,1966,38,CINEMATOGRAPHY (Color),"William C. Mellor, Loyal Griggs",The Greatest Story Ever Told,False,CINEMATOGRAPHY
1965,1966,38,CINEMATOGRAPHY (Color),Ted McCord,The Sound of Music,False,CINEMATOGRAPHY
1965,1966,38,COSTUME DESIGN (Black-and-White),Julie Harris,Darling,True,COSTUME DESIGN
1965,1966,38,COSTUME DESIGN (Black-and-White),Moss Mabry,Morituri,False,COSTUME DESIGN
1965,1966,38,COSTUME DESIGN (Black-and-White),Howard Shoup,A Rage to Live,False,COSTUME DESIGN
1965,1966,38,COSTUME DESIGN (Black-and-White),"Bill Thomas, Jean Louis",Ship of Fools,False,COSTUME DESIGN
1965,1966,38,COSTUME DESIGN (Black-and-White),Edith Head,The Slender Thread,False,COSTUME DESIGN
1965,1966,38,COSTUME DESIGN (Color),Vittorio Nino Novarese,The Agony and the Ecstasy,False,COSTUME DESIGN
1965,1966,38,COSTUME DESIGN (Color),Phyllis Dalton,Doctor Zhivago,True,COSTUME DESIGN
1965,1966,38,COSTUME DESIGN (Color),"Vittorio Nino Novarese, Marjorie Best",The Greatest Story Ever Told,False,COSTUME DESIGN
1965,1966,38,COSTUME DESIGN (Color),"Edith Head, Bill Thomas",Inside Daisy Clover,False,COSTUME DESIGN
1965,1966,38,COSTUME DESIGN (Color),Dorothy Jeakins,The Sound of Music,False,COSTUME DESIGN
1965,1966,38,DIRECTING,William Wyler,The Collector,False,DIRECTING
1965,1966,38,DIRECTING,John Schlesinger,Darling,False,DIRECTING
1965,1966,38,DIRECTING,David Lean,Doctor Zhivago,False,DIRECTING
1965,1966,38,DIRECTING,Robert Wise,The Sound of Music,True,DIRECTING
1965,1966,38,DIRECTING,Hiroshi Teshigahara,Woman in the Dunes,False,DIRECTING
1965,1966,38,DOCUMENTARY (Feature),"Laurence E. Mascott, Producer",The Battle of the Bulge...The Brave Rifles,False,DOCUMENTARY
1965,1966,38,DOCUMENTARY (Feature),"Sidney Glazier, Producer",The Eleanor Roosevelt Story,True,DOCUMENTARY
1965,1966,38,DOCUMENTARY (Feature),"Peter Mills, Producer",The Forth Road Bridge,False,DOCUMENTARY
1965,1966,38,DOCUMENTARY (Feature),"Marshall Flaum, Producer",Let My People Go,False,DOCUMENTARY
1965,1966,38,DOCUMENTARY (Feature),"Frédéric Rossif, Producer",To Die in Madrid,False,DOCUMENTARY
1965,1966,38,DOCUMENTARY (Short Subject),"Kirk Smallman, Producer",Mural on Our Street,False,SHORT SUBJECT
1965,1966,38,DOCUMENTARY (Short Subject),Mafilm Productions,Ouverture,False,SHORT SUBJECT
1965,1966,38,DOCUMENTARY (Short Subject),Vision Associates Productions,Point of View,False,SHORT SUBJECT
1965,1966,38,DOCUMENTARY (Short Subject),"Francis Thompson, Producer",To Be Alive!,True,SHORT SUBJECT
1965,1966,38,DOCUMENTARY (Short Subject),"Patrick Carey and Joe Mendoza, Producers",Yeats Country,False,SHORT SUBJECT
1965,1966,38,FILM EDITING,Charles Nelson,Cat Ballou,False,FILM EDITING
1965,1966,38,FILM EDITING,Norman Savage,Doctor Zhivago,False,FILM EDITING
1965,1966,38,FILM EDITING,Michael Luciano,The Flight of the Phoenix,False,FILM EDITING
1965,1966,38,FILM EDITING,Ralph E. Winters,The Great Race,False,FILM EDITING
1965,1966,38,FILM EDITING,William Reynolds,The Sound of Music,True,FILM EDITING
1965,1966,38,FOREIGN LANGUAGE FILM,Greece,Blood on the Land,False,FOREIGN LANGUAGE FILM
1965,1966,38,FOREIGN LANGUAGE FILM,Sweden,Dear John,False,FOREIGN LANGUAGE FILM
1965,1966,38,FOREIGN LANGUAGE FILM,Japan,Kwaidan,False,FOREIGN LANGUAGE FILM
1965,1966,38,FOREIGN LANGUAGE FILM,Italy,Marriage Italian Style,False,FOREIGN LANGUAGE FILM
1965,1966,38,FOREIGN LANGUAGE FILM,Czechoslovakia,The Shop on Main Street,True,FOREIGN LANGUAGE FILM
1965,1966,38,MUSIC (Music Score--substantially original),Alex North,The Agony and the Ecstasy,False,MUSIC
1965,1966,38,MUSIC (Music Score--substantially original),Maurice Jarre,Doctor Zhivago,True,MUSIC
1965,1966,38,MUSIC (Music Score--substantially original),Alfred Newman,The Greatest Story Ever Told,False,MUSIC
1965,1966,38,MUSIC (Music Score--substantially original),Jerry Goldsmith,A Patch of Blue,False,MUSIC
1965,1966,38,MUSIC (Music Score--substantially original),"Michel Legrand, Jacques Demy",The Umbrellas of Cherbourg,False,MUSIC
1965,1966,38,MUSIC (Scoring of Music--adaptation or treatment),DeVol,Cat Ballou,False,MUSIC
1965,1966,38,MUSIC (Scoring of Music--adaptation or treatment),"Lionel Newman, Alexander Courage",The Pleasure Seekers,False,MUSIC
1965,1966,38,MUSIC (Scoring of Music--adaptation or treatment),Irwin Kostal,The Sound of Music,True,MUSIC
1965,1966,38,MUSIC (Scoring of Music--adaptation or treatment),Don Walker,A Thousand Clowns,False,MUSIC
1965,1966,38,MUSIC (Scoring of Music--adaptation or treatment),Michel Legrand,The Umbrellas of Cherbourg,False,MUSIC
1965,1966,38,MUSIC (Song),Music by Jerry Livingston; Lyrics by Mack David,Cat Ballou,False,MUSIC
1965,1966,38,MUSIC (Song),Music by Michel Legrand; Lyrics by Jacques Demy; English Lyrics by Norman Gimbel,The Umbrellas of Cherbourg,False,MUSIC
1965,1966,38,MUSIC (Song),Music by Johnny Mandel; Lyrics by Paul Francis Webster,The Sandpiper,True,MUSIC
1965,1966,38,MUSIC (Song),Music by Henry Mancini; Lyrics by Johnny Mercer,The Great Race,False,MUSIC
1965,1966,38,MUSIC (Song),Music by Burt Bacharach; Lyrics by Hal David,What's New Pussycat?,False,MUSIC
1965,1966,38,BEST PICTURE,"Joseph Janni, Producer",Darling,False,BEST PICTURE
1965,1966,38,BEST PICTURE,"Carlo Ponti, Producer",Doctor Zhivago,False,BEST PICTURE
1965,1966,38,BEST PICTURE,"Stanley Kramer, Producer",Ship of Fools,False,BEST PICTURE
1965,1966,38,BEST PICTURE,"Robert Wise, Producer",The Sound of Music,True,BEST PICTURE
1965,1966,38,BEST PICTURE,"Fred Coe, Producer",A Thousand Clowns,False,BEST PICTURE
1965,1966,38,SHORT SUBJECT (Cartoon),"Eliot Noyes, Jr., Producer",Clay or The Origin of Species,False,SHORT SUBJECT
1965,1966,38,SHORT SUBJECT (Cartoon),"Chuck Jones and Les Goldman, Producers",The Dot and the Line,True,SHORT SUBJECT
1965,1966,38,SHORT SUBJECT (Cartoon),"Emanuele Luzzati, Producer",The Thieving Magpie (La Gazza Ladra),False,SHORT SUBJECT
1965,1966,38,SHORT SUBJECT (Live Action),"Claude Berri, Producer",The Chicken (Le Poulet),True,SHORT SUBJECT
1965,1966,38,SHORT SUBJECT (Live Action),"Lothar Wolff, Producer",Fortress of Peace,False,SHORT SUBJECT
1965,1966,38,SHORT SUBJECT (Live Action),"Marshal Backlar and Noel Black, Producers",Skaterdater,False,SHORT SUBJECT
1965,1966,38,SHORT SUBJECT (Live Action),"Edgar Anstey, Producer",Snow,False,SHORT SUBJECT
1965,1966,38,SHORT SUBJECT (Live Action),"Jim Henson, Producer",Time Piece,False,SHORT SUBJECT
1965,1966,38,SOUND,"20th Century-Fox Studio Sound Department, James P. Corcoran, Sound Director",The Agony and the Ecstasy,False,SOUND
1965,1966,38,SOUND,"Metro-Goldwyn-Mayer British Studio Sound Department, A. W. Watkins, Sound Director; and Metro-Goldwyn-Mayer Studio Sound Department, Franklin E. Milton, Sound Director",Doctor Zhivago,False,SOUND
1965,1966,38,SOUND,"Warner Bros. Studio Sound Department, George R. Groves, Sound Director",The Great Race,False,SOUND
1965,1966,38,SOUND,"Universal City Studio Sound Department, Waldon O. Watson, Sound Director",Shenandoah,False,SOUND
1965,1966,38,SOUND,"20th Century-Fox Studio Sound Department, James P. Corcoran, Sound Director; and Todd-AO Sound Department, Fred Hynes, Sound Director",The Sound of Music,True,SOUND
1965,1966,38,SOUND EFFECTS,Tregoweth Brown,The Great Race,True,SOUND EFFECTS
1965,1966,38,SOUND EFFECTS,Walter A. Rossi,Von Ryan's Express,False,SOUND EFFECTS
1965,1966,38,SPECIAL VISUAL EFFECTS,J. McMillan Johnson,The Greatest Story Ever Told,False,SPECIAL VISUAL EFFECTS
1965,1966,38,SPECIAL VISUAL EFFECTS,John Stears,Thunderball,True,SPECIAL VISUAL EFFECTS
1965,1966,38,WRITING (Screenplay--based on material from another medium),"Walter Newman, Frank R. Pierson",Cat Ballou,False,WRITING
1965,1966,38,WRITING (Screenplay--based on material from another medium),"Stanley Mann, John Kohn",The Collector,False,WRITING
1965,1966,38,WRITING (Screenplay--based on material from another medium),Robert Bolt,Doctor Zhivago,True,WRITING
1965,1966,38,WRITING (Screenplay--based on material from another medium),Abby Mann,Ship of Fools,False,WRITING
1965,1966,38,WRITING (Screenplay--based on material from another medium),Herb Gardner,A Thousand Clowns,False,WRITING
1965,1966,38,WRITING (Story and Screenplay--written directly for the screen),"Age, Scarpelli, Mario Monicelli, Tonino Guerra, Giorgio Salvioni, Suso Cecchi D'Amico",Casanova '70,False,WRITING
1965,1966,38,WRITING (Story and Screenplay--written directly for the screen),Frederic Raphael,Darling,True,WRITING
1965,1966,38,WRITING (Story and Screenplay--written directly for the screen),"Jack Davies, Ken Annakin",Those Magnificent Men in Their Flying Machines,False,WRITING
1965,1966,38,WRITING (Story and Screenplay--written directly for the screen),"Franklin Coen, Frank Davis",The Train,False,WRITING
1965,1966,38,WRITING (Story and Screenplay--written directly for the screen),Jacques Demy,The Umbrellas of Cherbourg,False,WRITING
1966,1967,39,ACTOR,Alan Arkin,The Russians Are Coming The Russians Are Coming,False,ACTOR
1966,1967,39,ACTOR,Richard Burton,Who's Afraid of Virginia Woolf?,False,ACTOR
1966,1967,39,ACTOR,Michael Caine,Alfie,False,ACTOR
1966,1967,39,ACTOR,Steve McQueen,The Sand Pebbles,False,ACTOR
1966,1967,39,ACTOR,Paul Scofield,A Man for All Seasons,True,ACTOR
1966,1967,39,ACTOR IN A SUPPORTING ROLE,Mako,The Sand Pebbles,False,ACTOR
1966,1967,39,ACTOR IN A SUPPORTING ROLE,James Mason,Georgy Girl,False,ACTOR
1966,1967,39,ACTOR IN A SUPPORTING ROLE,Walter Matthau,The Fortune Cookie,True,ACTOR
1966,1967,39,ACTOR IN A SUPPORTING ROLE,George Segal,Who's Afraid of Virginia Woolf?,False,ACTOR
1966,1967,39,ACTOR IN A SUPPORTING ROLE,Robert Shaw,A Man for All Seasons,False,ACTOR
1966,1967,39,ACTRESS,Anouk Aimee,A Man and a Woman,False,ACTRESS
1966,1967,39,ACTRESS,Ida Kaminska,The Shop on Main Street,False,ACTRESS
1966,1967,39,ACTRESS,Lynn Redgrave,Georgy Girl,False,ACTRESS
1966,1967,39,ACTRESS,Vanessa Redgrave,Morgan!,False,ACTRESS
1966,1967,39,ACTRESS,Elizabeth Taylor,Who's Afraid of Virginia Woolf?,True,ACTRESS
1966,1967,39,ACTRESS IN A SUPPORTING ROLE,Sandy Dennis,Who's Afraid of Virginia Woolf?,True,ACTRESS
1966,1967,39,ACTRESS IN A SUPPORTING ROLE,Wendy Hiller,A Man for All Seasons,False,ACTRESS
1966,1967,39,ACTRESS IN A SUPPORTING ROLE,Jocelyne Lagarde,Hawaii,False,ACTRESS
1966,1967,39,ACTRESS IN A SUPPORTING ROLE,Vivien Merchant,Alfie,False,ACTRESS
1966,1967,39,ACTRESS IN A SUPPORTING ROLE,Geraldine Page,You're a Big Boy Now,False,ACTRESS
1966,1967,39,ART DIRECTION (Black-and-White),Art Direction:  Robert Luthardt;  Set Decoration:  Edward G. Boyle,The Fortune Cookie,False,ART DIRECTION
1966,1967,39,ART DIRECTION (Black-and-White),Luigi Scaccianoce,The Gospel According to St. Matthew,False,ART DIRECTION
1966,1967,39,ART DIRECTION (Black-and-White),"Art Direction:  Willy Holt;  Set Decoration:  Marc Frederix, Pierre Guffroy",Is Paris Burning?,False,ART DIRECTION
1966,1967,39,ART DIRECTION (Black-and-White),"Art Direction:  George W. Davis, Paul Groesse;  Set Decoration:  Henry Grace, Hugh Hunt",Mister Buddwing,False,ART DIRECTION
1966,1967,39,ART DIRECTION (Black-and-White),Art Direction:  Richard Sylbert;  Set Decoration:  George James Hopkins,Who's Afraid of Virginia Woolf?,True,ART DIRECTION
1966,1967,39,ART DIRECTION (Color),"Art Direction:  Jack Martin Smith, Dale Hennesy;  Set Decoration:  Walter M. Scott, Stuart A. Reiss",Fantastic Voyage,True,ART DIRECTION
1966,1967,39,ART DIRECTION (Color),"Art Direction:  Alexander Golitzen, George C. Webb;  Set Decoration:  John McCarthy, John Austin",Gambit,False,ART DIRECTION
1966,1967,39,ART DIRECTION (Color),Piero Gherardi,Juliet of the Spirits,False,ART DIRECTION
1966,1967,39,ART DIRECTION (Color),"Art Direction:  Hal Pereira, Arthur Lonergan;  Set Decoration:  Robert Benton, James Payne",The Oscar,False,ART DIRECTION
1966,1967,39,ART DIRECTION (Color),"Art Direction:  Boris Leven;  Set Decoration:  Walter M. Scott, John Sturtevant, William Kiernan",The Sand Pebbles,False,ART DIRECTION
1966,1967,39,CINEMATOGRAPHY (Black-and-White),Joseph LaShelle,The Fortune Cookie,False,CINEMATOGRAPHY
1966,1967,39,CINEMATOGRAPHY (Black-and-White),Ken Higgins,Georgy Girl,False,CINEMATOGRAPHY
1966,1967,39,CINEMATOGRAPHY (Black-and-White),Marcel Grignon,Is Paris Burning?,False,CINEMATOGRAPHY
1966,1967,39,CINEMATOGRAPHY (Black-and-White),James Wong Howe,Seconds,False,CINEMATOGRAPHY
1966,1967,39,CINEMATOGRAPHY (Black-and-White),Haskell Wexler,Who's Afraid of Virginia Woolf?,True,CINEMATOGRAPHY
1966,1967,39,CINEMATOGRAPHY (Color),Ernest Laszlo,Fantastic Voyage,False,CINEMATOGRAPHY
1966,1967,39,CINEMATOGRAPHY (Color),Russell Harlan,Hawaii,False,CINEMATOGRAPHY
1966,1967,39,CINEMATOGRAPHY (Color),Ted Moore,A Man for All Seasons,True,CINEMATOGRAPHY
1966,1967,39,CINEMATOGRAPHY (Color),Conrad Hall,The Professionals,False,CINEMATOGRAPHY
1966,1967,39,CINEMATOGRAPHY (Color),Joseph MacDonald,The Sand Pebbles,False,CINEMATOGRAPHY
1966,1967,39,COSTUME DESIGN (Black-and-White),Danilo Donati,The Gospel According to St. Matthew,False,COSTUME DESIGN
1966,1967,39,COSTUME DESIGN (Black-and-White),Danilo Donati,Mandragola,False,COSTUME DESIGN
1966,1967,39,COSTUME DESIGN (Black-and-White),Helen Rose,Mister Buddwing,False,COSTUME DESIGN
1966,1967,39,COSTUME DESIGN (Black-and-White),Jocelyn Rickards,Morgan!,False,COSTUME DESIGN
1966,1967,39,COSTUME DESIGN (Black-and-White),Irene Sharaff,Who's Afraid of Virginia Woolf?,True,COSTUME DESIGN
1966,1967,39,COSTUME DESIGN (Color),Jean Louis,Gambit,False,COSTUME DESIGN
1966,1967,39,COSTUME DESIGN (Color),Dorothy Jeakins,Hawaii,False,COSTUME DESIGN
1966,1967,39,COSTUME DESIGN (Color),Piero Gherardi,Juliet of the Spirits,False,COSTUME DESIGN
1966,1967,39,COSTUME DESIGN (Color),"Elizabeth Haffenden, Joan Bridge",A Man for All Seasons,True,COSTUME DESIGN
1966,1967,39,COSTUME DESIGN (Color),Edith Head,The Oscar,False,COSTUME DESIGN
1966,1967,39,DIRECTING,Michelangelo Antonioni,Blow-Up,False,DIRECTING
1966,1967,39,DIRECTING,Claude Lelouch,A Man and a Woman,False,DIRECTING
1966,1967,39,DIRECTING,Fred Zinnemann,A Man for All Seasons,True,DIRECTING
1966,1967,39,DIRECTING,Richard Brooks,The Professionals,False,DIRECTING
1966,1967,39,DIRECTING,Mike Nichols,Who's Afraid of Virginia Woolf?,False,DIRECTING
1966,1967,39,DOCUMENTARY (Feature),"Alfred R. Kelman, Producer",The Face of Genius,False,DOCUMENTARY
1966,1967,39,DOCUMENTARY (Feature),"Peter Jones and Tom Daly, Producers",Helicopter Canada,False,DOCUMENTARY
1966,1967,39,DOCUMENTARY (Feature),"Haroun Tazieff, Producer",Le Volcan Interdit (The Forbidden Volcano),False,DOCUMENTARY
1966,1967,39,DOCUMENTARY (Feature),"Alex Grasshoff, Producer",The Really Big Family,False,DOCUMENTARY
1966,1967,39,DOCUMENTARY (Feature),"Peter Watkins, Producer",The War Game,True,DOCUMENTARY
1966,1967,39,DOCUMENTARY (Short Subject),"Marin Karmitz and Vladimir Forgency, Producers",Adolescence,False,SHORT SUBJECT
1966,1967,39,DOCUMENTARY (Short Subject),"Michael Ahnemann and Gary Schlosser, Producers",Cowboy,False,SHORT SUBJECT
1966,1967,39,DOCUMENTARY (Short Subject),"Lee R. Bobker and Helen Kristt Radin, Producers",The Odds Against,False,SHORT SUBJECT
1966,1967,39,DOCUMENTARY (Short Subject),Mafilm Studio,Saint Matthew Passion,False,SHORT SUBJECT
1966,1967,39,DOCUMENTARY (Short Subject),"Edmond A. Levy, Producer",A Year toward Tomorrow,True,SHORT SUBJECT
1966,1967,39,FILM EDITING,William B. Murphy,Fantastic Voyage,False,FILM EDITING
1966,1967,39,FILM EDITING,"Fredric Steinkamp, Henry Berman, Stewart Linder, Frank Santillo",Grand Prix,True,FILM EDITING
1966,1967,39,FILM EDITING,"Hal Ashby, J. Terry Williams",The Russians Are Coming The Russians Are Coming,False,FILM EDITING
1966,1967,39,FILM EDITING,William Reynolds,The Sand Pebbles,False,FILM EDITING
